match_id,basho_id,year,month,day,division,match_no,east_wrestler_id,east_wrestler,east_rank,west_wrestler_id,west_wrestler,west_rank,winner_id,winner,east_wins,kimarite,fusen_flag
202511-7-3-15-35,202511,2025,11,7,Makuuchi,3,15,Ryuden,Maegashira 14 East,35,Sadanoumi,Maegashira 16 West,35,Sadanoumi,0,yorikiri,0
202511-7-4-39-26,202511,2025,11,7,Makuuchi,4,39,Chiyoshoma,Maegashira 17 East,26,Mitakeumi,Maegashira 13 West,39,Chiyoshoma,1,yorikiri,0
202511-7-5-95-55,202511,2025,11,7,Makuuchi,5,95,Oshoumi,Maegashira 16 East,55,Roga,Maegashira 11 West,55,Roga,0,uwatenage,0
202511-7-6-86-49,202511,2025,11,7,Makuuchi,6,86,Shishi,Maegashira 11 East,49,Shonannoumi,Maegashira 15 West,86,Shishi,1,yorikiri,0
202511-7-7-56-8,202511,2025,11,7,Makuuchi,7,56,Gonoyama,Maegashira 13 East,8,Kotoshoho,Maegashira 10 West,56,Gonoyama,1,oshidashi,0
202511-7-8-9-102,202511,2025,11,7,Makuuchi,8,9,Daieisho,Maegashira 10 East,102,Tomokaze,Maegashira 12 West,9,Daieisho,1,oshidashi,0
202511-7-9-615-21,202511,2025,11,7,Makuuchi,9,615,Fujinokawa,Maegashira 12 East,21,Tobizaru,Maegashira 9 West,615,Fujinokawa,1,oshitaoshi,0
202511-8-1-95-39,202511,2025,11,8,Makuuchi,1,95,Oshoumi,Maegashira 16 East,39,Chiyoshoma,Maegashira 17 East,39,Chiyoshoma,0,hatakikomi,0
202511-8-10-9-22,202511,2025,11,8,Makuuchi,10,9,Daieisho,Maegashira 10 East,22,Abi,Maegashira 7 West,22,Abi,0,oshidashi,0
202511-8-11-74-21,202511,2025,11,8,Makuuchi,11,74,Atamifuji,Maegashira 6 East,21,Tobizaru,Maegashira 9 West,21,Tobizaru,0,sukuinage,0
202511-8-12-11-8853,202511,2025,11,8,Makuuchi,12,11,Ichiyamamoto,Maegashira 8 East,8853,Onokatsu,Maegashira 6 West,11,Ichiyamamoto,1,oshidashi,0
202511-8-13-50-33,202511,2025,11,8,Makuuchi,13,50,Kinbozan,Maegashira 8 West,33,Shodai,Maegashira 5 West,50,Kinbozan,1,yorikiri,0
202511-8-14-8857-13,202511,2025,11,8,Makuuchi,14,8857,Yoshinofuji,Maegashira 5 East,13,Wakamotoharu,Maegashira 2 West,13,Wakamotoharu,0,oshitaoshi,0
202511-8-15-61-12,202511,2025,11,8,Makuuchi,15,61,Oshoma,Maegashira 4 West,12,Wakatakakage,Maegashira 1 West,12,Wakatakakage,0,yorikiri,0
202511-8-16-37-7,202511,2025,11,8,Makuuchi,16,37,Takanosho,Komusubi 1 East,7,Kirishima,Maegashira 2 East,37,Takanosho,1,tsukidashi,0
202511-8-17-3-44,202511,2025,11,8,Makuuchi,17,3,Hakuoho,Maegashira 1 East,44,Takayasu,Komusubi 1 West,44,Takayasu,0,tsukidashi,0
202511-8-18-8854-41,202511,2025,11,8,Makuuchi,18,8854,Aonishiki,Sekiwake 1 East,41,Oho,Sekiwake 1 West,8854,Aonishiki,1,watashikomi,0
202511-8-19-20-24,202511,2025,11,8,Makuuchi,19,20,Kotozakura,Ozeki 1 East,24,Hiradoumi,Maegashira 3 East,20,Kotozakura,1,sukuinage,0
202511-8-2-40-35,202511,2025,11,8,Makuuchi,2,40,Nishikifuji,Maegashira 15 East,35,Sadanoumi,Maegashira 16 West,40,Nishikifuji,1,oshidashi,0
202511-8-20-8850-14,202511,2025,11,8,Makuuchi,20,8850,Onosato,Yokozuna 1 East,14,Tamawashi,Maegashira 4 East,8850,Onosato,1,hatakikomi,0
202511-8-21-28-19,202511,2025,11,8,Makuuchi,21,28,Ura,Maegashira 3 West,19,Hoshoryu,Yokozuna 1 West,19,Hoshoryu,0,ashitori,0
202511-8-3-15-77,202511,2025,11,8,Makuuchi,3,15,Ryuden,Maegashira 14 East,77,Hatsuyama,Juryo 5 East,77,Hatsuyama,0,hatakikomi,0
202511-8-4-164-83,202511,2025,11,8,Makuuchi,4,164,Asakoryu,Maegashira 17 West,83,Tokihayate,Maegashira 14 West,83,Tokihayate,0,okuridashi,0
202511-8-5-49-26,202511,2025,11,8,Makuuchi,5,49,Shonannoumi,Maegashira 15 West,26,Mitakeumi,Maegashira 13 West,26,Mitakeumi,0,oshidashi,0
202511-8-6-615-102,202511,2025,11,8,Makuuchi,6,615,Fujinokawa,Maegashira 12 East,102,Tomokaze,Maegashira 12 West,102,Tomokaze,0,hatakikomi,0
202511-8-7-56-55,202511,2025,11,8,Makuuchi,7,56,Gonoyama,Maegashira 13 East,55,Roga,Maegashira 11 West,56,Gonoyama,1,oshidashi,0
202511-8-8-34-86,202511,2025,11,8,Makuuchi,8,34,Midorifuji,Maegashira 9 East,86,Shishi,Maegashira 11 East,34,Midorifuji,1,uwatedashinage,0
202511-8-9-71-8,202511,2025,11,8,Makuuchi,9,71,Churanoumi,Maegashira 7 East,8,Kotoshoho,Maegashira 10 West,8,Kotoshoho,0,oshidashi,0
202511-9-1-81-164,202511,2025,11,9,Makuuchi,1,81,Tochitaikai,Juryo 5 West,164,Asakoryu,Maegashira 17 West,164,Asakoryu,0,tsukiotoshi,0
202511-9-10-71-21,202511,2025,11,9,Makuuchi,10,71,Churanoumi,Maegashira 7 East,21,Tobizaru,Maegashira 9 West,71,Churanoumi,1,oshidashi,0
202511-9-11-50-8853,202511,2025,11,9,Makuuchi,11,50,Kinbozan,Maegashira 8 West,8853,Onokatsu,Maegashira 6 West,8853,Onokatsu,0,yorikiri,0
202511-9-12-74-9,202511,2025,11,9,Makuuchi,12,74,Atamifuji,Maegashira 6 East,9,Daieisho,Maegashira 10 East,74,Atamifuji,1,oshidashi,0
202511-9-13-34-33,202511,2025,11,9,Makuuchi,13,34,Midorifuji,Maegashira 9 East,33,Shodai,Maegashira 5 West,34,Midorifuji,1,amiuchi,0
202511-9-14-28-13,202511,2025,11,9,Makuuchi,14,28,Ura,Maegashira 3 West,13,Wakamotoharu,Maegashira 2 West,28,Ura,1,yorikiri,0
202511-9-15-3-7,202511,2025,11,9,Makuuchi,15,3,Hakuoho,Maegashira 1 East,7,Kirishima,Maegashira 2 East,7,Kirishima,0,hatakikomi,0
202511-9-16-12-44,202511,2025,11,9,Makuuchi,16,12,Wakatakakage,Maegashira 1 West,44,Takayasu,Komusubi 1 West,12,Wakatakakage,1,uwatenage,0
202511-9-17-14-41,202511,2025,11,9,Makuuchi,17,14,Tamawashi,Maegashira 4 East,41,Oho,Sekiwake 1 West,41,Oho,0,hatakikomi,0
202511-9-18-8854-24,202511,2025,11,9,Makuuchi,18,8854,Aonishiki,Sekiwake 1 East,24,Hiradoumi,Maegashira 3 East,8854,Aonishiki,1,yoritaoshi,0
202511-9-19-20-37,202511,2025,11,9,Makuuchi,19,20,Kotozakura,Ozeki 1 East,37,Takanosho,Komusubi 1 East,20,Kotozakura,1,hatakikomi,0
202511-9-2-35-26,202511,2025,11,9,Makuuchi,2,35,Sadanoumi,Maegashira 16 West,26,Mitakeumi,Maegashira 13 West,35,Sadanoumi,1,yorikiri,0
202511-9-20-8857-19,202511,2025,11,9,Makuuchi,20,8857,Yoshinofuji,Maegashira 5 East,19,Hoshoryu,Yokozuna 1 West,19,Hoshoryu,0,okurinage,0
202511-9-21-8850-61,202511,2025,11,9,Makuuchi,21,8850,Onosato,Yokozuna 1 East,61,Oshoma,Maegashira 4 West,8850,Onosato,1,oshidashi,0
202511-9-3-56-95,202511,2025,11,9,Makuuchi,3,56,Gonoyama,Maegashira 13 East,95,Oshoumi,Maegashira 16 East,56,Gonoyama,1,oshidashi,0
202511-9-4-49-102,202511,2025,11,9,Makuuchi,4,49,Shonannoumi,Maegashira 15 West,102,Tomokaze,Maegashira 12 West,102,Tomokaze,0,oshidashi,0
202511-9-5-615-83,202511,2025,11,9,Makuuchi,5,615,Fujinokawa,Maegashira 12 East,83,Tokihayate,Maegashira 14 West,83,Tokihayate,0,yorikiri,0
202511-9-6-40-55,202511,2025,11,9,Makuuchi,6,40,Nishikifuji,Maegashira 15 East,55,Roga,Maegashira 11 West,55,Roga,0,hatakikomi,0
202511-9-7-86-39,202511,2025,11,9,Makuuchi,7,86,Shishi,Maegashira 11 East,39,Chiyoshoma,Maegashira 17 East,86,Shishi,1,yorikiri,0
202511-9-8-11-15,202511,2025,11,9,Makuuchi,8,11,Ichiyamamoto,Maegashira 8 East,15,Ryuden,Maegashira 14 East,11,Ichiyamamoto,1,hatakikomi,0
202511-9-9-8-22,202511,2025,11,9,Makuuchi,9,8,Kotoshoho,Maegashira 10 West,22,Abi,Maegashira 7 West,22,Abi,0,oshidashi,0
202601-1-1-607-77,202601,2026,1,1,Makuuchi,1,607,Asahakuryu,Maegashira 17 East,77,Hatsuyama,Maegashira 17 West,607,Asahakuryu,1,oshidashi,0
202601-1-10-33-50,202601,2026,1,1,Makuuchi,10,33,Shodai,Maegashira 8 East,50,Kinbozan,Maegashira 8 West,33,Shodai,1,oshidashi,0
202601-1-11-61-615,202601,2026,1,1,Makuuchi,11,61,Oshoma,Maegashira 7 East,615,Fujinokawa,Maegashira 7 West,61,Oshoma,1,kotenage,0
202601-1-12-24-8853,202601,2026,1,1,Makuuchi,12,24,Hiradoumi,Maegashira 6 East,8853,Onokatsu,Maegashira 6 West,24,Hiradoumi,1,yorikiri,0
202601-1-13-14-71,202601,2026,1,1,Makuuchi,13,14,Tamawashi,Maegashira 5 East,71,Churanoumi,Maegashira 5 West,71,Churanoumi,0,shitatedashinage,0
202601-1-14-9-74,202601,2026,1,1,Makuuchi,14,9,Daieisho,Maegashira 4 East,74,Atamifuji,Maegashira 4 West,9,Daieisho,1,tsukiotoshi,0
202601-1-15-41-3,202601,2026,1,1,Makuuchi,15,41,Oho,Komusubi 1 East,3,Hakunofuji,Maegashira 3 West,3,Hakunofuji,0,uwatenage,0
202601-1-16-37-44,202601,2026,1,1,Makuuchi,16,37,Takanosho,Maegashira 3 East,44,Takayasu,Sekiwake 1 West,44,Takayasu,0,oshitaoshi,0
202601-1-17-7-12,202601,2026,1,1,Makuuchi,17,7,Kirishima,Sekiwake 1 East,12,Wakatakakage,Maegashira 2 West,7,Kirishima,1,oshidashi,0
202601-1-18-28-8854,202601,2026,1,1,Makuuchi,18,28,Ura,Maegashira 2 East,8854,Aonishiki,Ozeki 1 West,8854,Aonishiki,0,yoritaoshi,0
202601-1-19-20-8857,202601,2026,1,1,Makuuchi,19,20,Kotozakura,Ozeki 1 East,8857,Yoshinofuji,Maegashira 1 West,20,Kotozakura,1,okuridashi,0
202601-1-2-2-95,202601,2026,1,1,Makuuchi,2,2,Asanoyama,Maegashira 16 East,95,Oshoumi,Maegashira 16 West,95,Oshoumi,0,uwatenage,0
202601-1-20-11-8850,202601,2026,1,1,Makuuchi,20,11,Ichiyamamoto,Maegashira 1 East,8850,Onosato,Yokozuna 1 West,8850,Onosato,0,oshidashi,0
202601-1-21-19-13,202601,2026,1,1,Makuuchi,21,19,Hoshoryu,Yokozuna 1 East,13,Wakamotoharu,Komusubi 1 West,19,Hoshoryu,1,yoritaoshi,0
202601-1-3-15-164,202601,2026,1,1,Makuuchi,3,15,Ryuden,Maegashira 15 East,164,Asakoryu,Maegashira 15 West,15,Ryuden,1,hansoku,0
202601-1-4-86-26,202601,2026,1,1,Makuuchi,4,86,Shishi,Maegashira 14 East,26,Mitakeumi,Maegashira 14 West,86,Shishi,1,oshidashi,0
202601-1-5-21-102,202601,2026,1,1,Makuuchi,5,21,Tobizaru,Maegashira 13 East,102,Tomokaze,Maegashira 13 West,21,Tobizaru,1,hikiotoshi,0
202601-1-6-34-22,202601,2026,1,1,Makuuchi,6,34,Midorifuji,Maegashira 12 East,22,Abi,Maegashira 12 West,22,Abi,0,uwatenage,0
202601-1-7-39-40,202601,2026,1,1,Makuuchi,7,39,Chiyoshoma,Maegashira 11 East,40,Nishikifuji,Maegashira 11 West,40,Nishikifuji,0,oshidashi,0
202601-1-8-83-8,202601,2026,1,1,Makuuchi,8,83,Tokihayate,Maegashira 10 East,8,Kotoshoho,Maegashira 10 West,83,Tokihayate,1,oshidashi,0
202601-1-9-56-55,202601,2026,1,1,Makuuchi,9,56,Gonoyama,Maegashira 9 East,55,Roga,Maegashira 9 West,55,Roga,0,oshidashi,0
202601-10-1-21-15,202601,2026,1,10,Makuuchi,1,21,Tobizaru,Maegashira 13 East,15,Ryuden,Maegashira 15 East,21,Tobizaru,1,yorikiri,0
202601-10-10-24-83,202601,2026,1,10,Makuuchi,10,24,Hiradoumi,Maegashira 6 East,83,Tokihayate,Maegashira 10 East,24,Hiradoumi,1,oshidashi,0
202601-10-11-55-8853,202601,2026,1,10,Makuuchi,11,55,Roga,Maegashira 9 West,8853,Onokatsu,Maegashira 6 West,8853,Onokatsu,0,yorikiri,0
202601-10-12-14-33,202601,2026,1,10,Makuuchi,12,14,Tamawashi,Maegashira 5 East,33,Shodai,Maegashira 8 East,14,Tamawashi,1,oshidashi,0
202601-10-13-56-71,202601,2026,1,10,Makuuchi,13,56,Gonoyama,Maegashira 9 East,71,Churanoumi,Maegashira 5 West,56,Gonoyama,1,oshidashi,0
202601-10-14-28-9,202601,2026,1,10,Makuuchi,14,28,Ura,Maegashira 2 East,9,Daieisho,Maegashira 4 East,9,Daieisho,0,hatakikomi,0
202601-10-15-3-12,202601,2026,1,10,Makuuchi,15,3,Hakunofuji,Maegashira 3 West,12,Wakatakakage,Maegashira 2 West,12,Wakatakakage,0,yorikiri,0
202601-10-16-11-13,202601,2026,1,10,Makuuchi,16,11,Ichiyamamoto,Maegashira 1 East,13,Wakamotoharu,Komusubi 1 West,13,Wakamotoharu,0,oshidashi,0
202601-10-17-8857-44,202601,2026,1,10,Makuuchi,17,8857,Yoshinofuji,Maegashira 1 West,44,Takayasu,Sekiwake 1 West,44,Takayasu,0,tsukidashi,0
202601-10-18-20-7,202601,2026,1,10,Makuuchi,18,20,Kotozakura,Ozeki 1 East,7,Kirishima,Sekiwake 1 East,20,Kotozakura,1,yorikiri,0
202601-10-19-37-8854,202601,2026,1,10,Makuuchi,19,37,Takanosho,Maegashira 3 East,8854,Aonishiki,Ozeki 1 West,8854,Aonishiki,0,oshidashi,0
202601-10-2-26-102,202601,2026,1,10,Makuuchi,2,26,Mitakeumi,Maegashira 14 West,102,Tomokaze,Maegashira 13 West,102,Tomokaze,0,hatakikomi,0
202601-10-20-19-41,202601,2026,1,10,Makuuchi,20,19,Hoshoryu,Yokozuna 1 East,41,Oho,Komusubi 1 East,19,Hoshoryu,1,uwatedashinage,0
202601-10-21-74-8850,202601,2026,1,10,Makuuchi,21,74,Atamifuji,Maegashira 4 West,8850,Onosato,Yokozuna 1 West,74,Atamifuji,1,oshidashi,0
202601-10-3-34-77,202601,2026,1,10,Makuuchi,3,34,Midorifuji,Maegashira 12 East,77,Hatsuyama,Maegashira 17 West,34,Midorifuji,1,kimedashi,0
202601-10-4-95-22,202601,2026,1,10,Makuuchi,4,95,Oshoumi,Maegashira 16 West,22,Abi,Maegashira 12 West,22,Abi,0,tsukiotoshi,0
202601-10-5-39-607,202601,2026,1,10,Makuuchi,5,39,Chiyoshoma,Maegashira 11 East,607,Asahakuryu,Maegashira 17 East,39,Chiyoshoma,1,okuridashi,0
202601-10-6-164-40,202601,2026,1,10,Makuuchi,6,164,Asakoryu,Maegashira 15 West,40,Nishikifuji,Maegashira 11 West,164,Asakoryu,1,oshidashi,0
202601-10-7-2-50,202601,2026,1,10,Makuuchi,7,2,Asanoyama,Maegashira 16 East,50,Kinbozan,Maegashira 8 West,2,Asanoyama,1,yorikiri,0
202601-10-8-61-8,202601,2026,1,10,Makuuchi,8,61,Oshoma,Maegashira 7 East,8,Kotoshoho,Maegashira 10 West,61,Oshoma,1,hatakikomi,0
202601-10-9-86-615,202601,2026,1,10,Makuuchi,9,86,Shishi,Maegashira 14 East,615,Fujinokawa,Maegashira 7 West,86,Shishi,1,oshitaoshi,0
202601-11-1-21-77,202601,2026,1,11,Makuuchi,1,21,Tobizaru,Maegashira 13 East,77,Hatsuyama,Maegashira 17 West,21,Tobizaru,1,hikiotoshi,0
202601-11-10-24-2,202601,2026,1,11,Makuuchi,10,24,Hiradoumi,Maegashira 6 East,2,Asanoyama,Maegashira 16 East,2,Asanoyama,0,yorikiri,0
202601-11-11-8-71,202601,2026,1,11,Makuuchi,11,8,Kotoshoho,Maegashira 10 West,71,Churanoumi,Maegashira 5 West,71,Churanoumi,0,oshidashi,0
202601-11-12-14-50,202601,2026,1,11,Makuuchi,12,14,Tamawashi,Maegashira 5 East,50,Kinbozan,Maegashira 8 West,50,Kinbozan,0,yorikiri,0
202601-11-13-615-74,202601,2026,1,11,Makuuchi,13,615,Fujinokawa,Maegashira 7 West,74,Atamifuji,Maegashira 4 West,74,Atamifuji,0,okuridashi,0
202601-11-14-9-8853,202601,2026,1,11,Makuuchi,14,9,Daieisho,Maegashira 4 East,8853,Onokatsu,Maegashira 6 West,8853,Onokatsu,0,tsukiotoshi,0
202601-11-15-11-12,202601,2026,1,11,Makuuchi,15,11,Ichiyamamoto,Maegashira 1 East,12,Wakatakakage,Maegashira 2 West,11,Ichiyamamoto,1,hikiotoshi,0
202601-11-16-28-13,202601,2026,1,11,Makuuchi,16,28,Ura,Maegashira 2 East,13,Wakamotoharu,Komusubi 1 West,13,Wakamotoharu,0,oshitaoshi,0
202601-11-17-41-8857,202601,2026,1,11,Makuuchi,17,41,Oho,Komusubi 1 East,8857,Yoshinofuji,Maegashira 1 West,8857,Yoshinofuji,0,uwatenage,0
202601-11-18-3-8854,202601,2026,1,11,Makuuchi,18,3,Hakunofuji,Maegashira 3 West,8854,Aonishiki,Ozeki 1 West,8854,Aonishiki,0,shitatenage,0
202601-11-19-20-37,202601,2026,1,11,Makuuchi,19,20,Kotozakura,Ozeki 1 East,37,Takanosho,Maegashira 3 East,37,Takanosho,0,yorikiri,0
202601-11-2-86-22,202601,2026,1,11,Makuuchi,2,86,Shishi,Maegashira 14 East,22,Abi,Maegashira 12 West,22,Abi,0,tsukiotoshi,0
202601-11-20-7-8850,202601,2026,1,11,Makuuchi,20,7,Kirishima,Sekiwake 1 East,8850,Onosato,Yokozuna 1 West,8850,Onosato,0,yorikiri,0
202601-11-21-19-44,202601,2026,1,11,Makuuchi,21,19,Hoshoryu,Yokozuna 1 East,44,Takayasu,Sekiwake 1 West,19,Hoshoryu,1,tottari,0
202601-11-3-34-15,202601,2026,1,11,Makuuchi,3,34,Midorifuji,Maegashira 12 East,15,Ryuden,Maegashira 15 East,34,Midorifuji,1,katasukashi,0
202601-11-4-95-40,202601,2026,1,11,Makuuchi,4,95,Oshoumi,Maegashira 16 West,40,Nishikifuji,Maegashira 11 West,95,Oshoumi,1,sotogake,0
202601-11-5-39-164,202601,2026,1,11,Makuuchi,5,39,Chiyoshoma,Maegashira 11 East,164,Asakoryu,Maegashira 15 West,164,Asakoryu,0,sukuinage,0
202601-11-6-83-607,202601,2026,1,11,Makuuchi,6,83,Tokihayate,Maegashira 10 East,607,Asahakuryu,Maegashira 17 East,83,Tokihayate,1,shitatenage,0
202601-11-7-56-26,202601,2026,1,11,Makuuchi,7,56,Gonoyama,Maegashira 9 East,26,Mitakeumi,Maegashira 14 West,26,Mitakeumi,0,hatakikomi,0
202601-11-8-33-102,202601,2026,1,11,Makuuchi,8,33,Shodai,Maegashira 8 East,102,Tomokaze,Maegashira 13 West,33,Shodai,1,hikiotoshi,0
202601-11-9-61-55,202601,2026,1,11,Makuuchi,9,61,Oshoma,Maegashira 7 East,55,Roga,Maegashira 9 West,55,Roga,0,uwatedashinage,0
202601-12-1-21-26,202601,2026,1,12,Makuuchi,1,21,Tobizaru,Maegashira 13 East,26,Mitakeumi,Maegashira 14 West,21,Tobizaru,1,yorikiri,0
202601-12-10-14-56,202601,2026,1,12,Makuuchi,10,14,Tamawashi,Maegashira 5 East,56,Gonoyama,Maegashira 9 East,56,Gonoyama,0,oshidashi,0
202601-12-11-95-71,202601,2026,1,12,Makuuchi,11,95,Oshoumi,Maegashira 16 West,71,Churanoumi,Maegashira 5 West,95,Oshoumi,1,oshidashi,0
202601-12-12-9-61,202601,2026,1,12,Makuuchi,12,9,Daieisho,Maegashira 4 East,61,Oshoma,Maegashira 7 East,9,Daieisho,1,tsukiotoshi,0
202601-12-13-28-3,202601,2026,1,12,Makuuchi,13,28,Ura,Maegashira 2 East,3,Hakunofuji,Maegashira 3 West,28,Ura,1,katasukashi,0
202601-12-14-11-37,202601,2026,1,12,Makuuchi,14,11,Ichiyamamoto,Maegashira 1 East,37,Takanosho,Maegashira 3 East,37,Takanosho,0,oshidashi,0
202601-12-15-12-8857,202601,2026,1,12,Makuuchi,15,12,Wakatakakage,Maegashira 2 West,8857,Yoshinofuji,Maegashira 1 West,12,Wakatakakage,1,yorikiri,0
202601-12-16-41-86,202601,2026,1,12,Makuuchi,16,41,Oho,Komusubi 1 East,86,Shishi,Maegashira 14 East,86,Shishi,0,hatakikomi,0
202601-12-17-24-13,202601,2026,1,12,Makuuchi,17,24,Hiradoumi,Maegashira 6 East,13,Wakamotoharu,Komusubi 1 West,24,Hiradoumi,1,yorikiri,0
202601-12-18-20-22,202601,2026,1,12,Makuuchi,18,20,Kotozakura,Ozeki 1 East,22,Abi,Maegashira 12 West,20,Kotozakura,1,tsuridashi,0
202601-12-19-74-8854,202601,2026,1,12,Makuuchi,19,74,Atamifuji,Maegashira 4 West,8854,Aonishiki,Ozeki 1 West,8854,Aonishiki,0,yorikiri,0
202601-12-2-39-102,202601,2026,1,12,Makuuchi,2,39,Chiyoshoma,Maegashira 11 East,102,Tomokaze,Maegashira 13 West,39,Chiyoshoma,1,oshidashi,0
202601-12-20-19-7,202601,2026,1,12,Makuuchi,20,19,Hoshoryu,Yokozuna 1 East,7,Kirishima,Sekiwake 1 East,7,Kirishima,0,yorikiri,0
202601-12-21-44-8850,202601,2026,1,12,Makuuchi,21,44,Takayasu,Sekiwake 1 West,8850,Onosato,Yokozuna 1 West,8850,Onosato,0,yorikiri,0
202601-12-3-83-164,202601,2026,1,12,Makuuchi,3,83,Tokihayate,Maegashira 10 East,164,Asakoryu,Maegashira 15 West,164,Asakoryu,0,oshidashi,0
202601-12-4-607-8,202601,2026,1,12,Makuuchi,4,607,Asahakuryu,Maegashira 17 East,8,Kotoshoho,Maegashira 10 West,8,Kotoshoho,0,shitatenage,0
202601-12-5-77-55,202601,2026,1,12,Makuuchi,5,77,Hatsuyama,Maegashira 17 West,55,Roga,Maegashira 9 West,55,Roga,0,yorikiri,0
202601-12-6-33-34,202601,2026,1,12,Makuuchi,6,33,Shodai,Maegashira 8 East,34,Midorifuji,Maegashira 12 East,33,Shodai,1,kotenage,0
202601-12-7-15-50,202601,2026,1,12,Makuuchi,7,15,Ryuden,Maegashira 15 East,50,Kinbozan,Maegashira 8 West,15,Ryuden,1,yorikiri,0
202601-12-8-2-615,202601,2026,1,12,Makuuchi,8,2,Asanoyama,Maegashira 16 East,615,Fujinokawa,Maegashira 7 West,2,Asanoyama,1,oshidashi,0
202601-12-9-40-8853,202601,2026,1,12,Makuuchi,9,40,Nishikifuji,Maegashira 11 West,8853,Onokatsu,Maegashira 6 West,8853,Onokatsu,0,fusen,1
202601-13-1-607-112,202601,2026,1,13,Makuuchi,1,607,Asahakuryu,Maegashira 17 East,112,Kotoeiho,Juryo 1 East,607,Asahakuryu,1,yorikiri,0
202601-13-10-22-74,202601,2026,1,13,Makuuchi,10,22,Abi,Maegashira 12 West,74,Atamifuji,Maegashira 4 West,74,Atamifuji,0,tsukiotoshi,0
202601-13-11-8853-3,202601,2026,1,13,Makuuchi,11,8853,Onokatsu,Maegashira 6 West,3,Hakunofuji,Maegashira 3 West,8853,Onokatsu,1,fusen,1
202601-13-12-71-12,202601,2026,1,13,Makuuchi,12,71,Churanoumi,Maegashira 5 West,12,Wakatakakage,Maegashira 2 West,12,Wakatakakage,0,tsukiotoshi,0
202601-13-13-28-37,202601,2026,1,13,Makuuchi,13,28,Ura,Maegashira 2 East,37,Takanosho,Maegashira 3 East,37,Takanosho,0,hatakikomi,0
202601-13-14-9-8857,202601,2026,1,13,Makuuchi,14,9,Daieisho,Maegashira 4 East,8857,Yoshinofuji,Maegashira 1 West,9,Daieisho,1,hatakikomi,0
202601-13-15-11-14,202601,2026,1,13,Makuuchi,15,11,Ichiyamamoto,Maegashira 1 East,14,Tamawashi,Maegashira 5 East,11,Ichiyamamoto,1,oshidashi,0
202601-13-16-95-13,202601,2026,1,13,Makuuchi,16,95,Oshoumi,Maegashira 16 West,13,Wakamotoharu,Komusubi 1 West,13,Wakamotoharu,0,yorikiri,0
202601-13-17-41-24,202601,2026,1,13,Makuuchi,17,41,Oho,Komusubi 1 East,24,Hiradoumi,Maegashira 6 East,24,Hiradoumi,0,yorikiri,0
202601-13-18-2-44,202601,2026,1,13,Makuuchi,18,2,Asanoyama,Maegashira 16 East,44,Takayasu,Sekiwake 1 West,44,Takayasu,0,uwatenage,0
202601-13-19-7-86,202601,2026,1,13,Makuuchi,19,7,Kirishima,Sekiwake 1 East,86,Shishi,Maegashira 14 East,7,Kirishima,1,yorikiri,0
202601-13-2-39-15,202601,2026,1,13,Makuuchi,2,39,Chiyoshoma,Maegashira 11 East,15,Ryuden,Maegashira 15 East,15,Ryuden,0,yorikiri,0
202601-13-20-20-8850,202601,2026,1,13,Makuuchi,20,20,Kotozakura,Ozeki 1 East,8850,Onosato,Yokozuna 1 West,8850,Onosato,0,yorikiri,0
202601-13-21-19-8854,202601,2026,1,13,Makuuchi,21,19,Hoshoryu,Yokozuna 1 East,8854,Aonishiki,Ozeki 1 West,8854,Aonishiki,0,uwatenage,0
202601-13-3-83-102,202601,2026,1,13,Makuuchi,3,83,Tokihayate,Maegashira 10 East,102,Tomokaze,Maegashira 13 West,83,Tokihayate,1,oshitaoshi,0
202601-13-4-21-55,202601,2026,1,13,Makuuchi,4,21,Tobizaru,Maegashira 13 East,55,Roga,Maegashira 9 West,55,Roga,0,tsukiotoshi,0
202601-13-5-56-34,202601,2026,1,13,Makuuchi,5,56,Gonoyama,Maegashira 9 East,34,Midorifuji,Maegashira 12 East,56,Gonoyama,1,hatakikomi,0
202601-13-6-77-50,202601,2026,1,13,Makuuchi,6,77,Hatsuyama,Maegashira 17 West,50,Kinbozan,Maegashira 8 West,77,Hatsuyama,1,uwatedashinage,0
202601-13-7-33-26,202601,2026,1,13,Makuuchi,7,33,Shodai,Maegashira 8 East,26,Mitakeumi,Maegashira 14 West,26,Mitakeumi,0,oshidashi,0
202601-13-8-8-615,202601,2026,1,13,Makuuchi,8,8,Kotoshoho,Maegashira 10 West,615,Fujinokawa,Maegashira 7 West,615,Fujinokawa,0,oshitaoshi,0
202601-13-9-61-164,202601,2026,1,13,Makuuchi,9,61,Oshoma,Maegashira 7 East,164,Asakoryu,Maegashira 15 West,164,Asakoryu,0,tsukite,0
202601-14-1-26-8,202601,2026,1,14,Makuuchi,1,26,Mitakeumi,Maegashira 14 West,8,Kotoshoho,Maegashira 10 West,8,Kotoshoho,0,yorikiri,0
202601-14-10-55-71,202601,2026,1,14,Makuuchi,10,55,Roga,Maegashira 9 West,71,Churanoumi,Maegashira 5 West,71,Churanoumi,0,oshidashi,0
202601-14-11-37-39,202601,2026,1,14,Makuuchi,11,37,Takanosho,Maegashira 3 East,39,Chiyoshoma,Maegashira 11 East,39,Chiyoshoma,0,tottari,0
202601-14-12-9-12,202601,2026,1,14,Makuuchi,12,9,Daieisho,Maegashira 4 East,12,Wakatakakage,Maegashira 2 West,12,Wakatakakage,0,hikiotoshi,0
